row_id,model,split,book_filter,scroll,target_word,target_fit_frequency,target_position,context_for_reading,raw_context,model_top1,model_top2,model_top3,model_top4,model_top5,all_top5,case_status,likely_issue,reader_note
200,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,על,1174,16,אמת ו בנדבה ו בכול לב ו בכול נפש בררתי מעוון ו ⬚⬚⬚ הקימותי לבלתי סור מכול אשר צויתה ואחזיקה על רבים מועדים ליום הרגה לבלתי,אמת ו ב נדבה ו ב כול לב ו ב כול נפש בררתי מ עוון ו ⬚⬚⬚ הקימותי ל בלתי סור מ כול אשר צויתה ו אחזיקה על רבים מועדים ל יום הרגה ל בלתי,אשר,לא,אל,אני,כה,אשר | לא | אל | אני | כה,miss,same_length_semantic,Model prefers another plausible word of similar length.
201,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,יום,179,17,עוון ו על הקימותי לבלתי סור מכול אשר צויתה ואחזיקה על רבים מועדים ל ⬚⬚⬚ הרגה לבלתי עזוב מכול ואני ידעתי בכיא לא ב יד בשר יוכל ל,עוון ו על הקימותי ל בלתי סור מ כול אשר צויתה ו אחזיקה על רבים מועדים ל ⬚⬚⬚ הרגה ל בלתי עזוב מ כול ו אני ידעתי ב כיא לא ב יד בשר יוכל ל,כול,אשר,כל,על,אל,כול | אשר | כל | על | אל,miss,same_length_semantic,Model prefers another plausible word of similar length.
202,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,הרגה,0,17,ו על הקימותי לבלתי סור מכול אשר צויתה ואחזיקה על רבים מועדים ליום ⬚⬚⬚ לבלתי עזוב מכול ואני ידעתי בכיא לא ב יד בשר יוכל להתם,ו על הקימותי ל בלתי סור מ כול אשר צויתה ו אחזיקה על רבים מועדים ל יום ⬚⬚⬚ ל בלתי עזוב מ כול ו אני ידעתי ב כיא לא ב יד בשר יוכל ל התם,יום,ויום,אחד,כול,אשר,יום | ויום | אחד | כול | אשר,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
203,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,יוכל,13,17,ליום הרגה לבלתי עזוב מכול ואני ידעתי בכיא לא ב יד בשר ⬚⬚⬚ להתם אדם ו לא יוכל אנוש להכין ואדעה כי ביצר כול רוח,ל יום הרגה ל בלתי עזוב מ כול ו אני ידעתי ב כיא לא ב יד בשר ⬚⬚⬚ ל התם אדם ו לא יוכל אנוש ל הכין ו אדעה כי ב יצר כול רוח,כול,אדם,ולב,כי,ודם,כול | אדם | ולב | כי | ודם,miss,other_miss,Miss without a simple short/rare/same-length explanation.
204,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,התם,0,17,הרגה לבלתי עזוב מכול ואני ידעתי בכיא לא ב יד בשר יוכל ל ⬚⬚⬚ אדם ו לא יוכל אנוש להכין ואדעה כי ביצר כול רוח וכול,הרגה ל בלתי עזוב מ כול ו אני ידעתי ב כיא לא ב יד בשר יוכל ל ⬚⬚⬚ אדם ו לא יוכל אנוש ל הכין ו אדעה כי ב יצר כול רוח ו כול,כול,כל,בני,לב,רוח,כול | כל | בני | לב | רוח,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
205,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,כול,1096,16,התם אדם ו לא יוכל אנוש להכין ואדעה כי ביצר כול רוח ו ⬚⬚⬚ הכינותה בטרם ואיכה יוכל כול להשנות את רק אתה בראתה צדיק ו,התם אדם ו לא יוכל אנוש ל הכין ו אדעה כי ב יצר כול רוח ו ⬚⬚⬚ הכינותה ב טרם ו איכה יוכל כול ל השנות את רק אתה בראתה צדיק ו,אתה,אשר,לוא,את,לא,אתה | אשר | לוא | את | לא,miss,same_length_semantic,Model prefers another plausible word of similar length.
206,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,דורות,10,16,לקצי לעשות שפטים גדולים לעיני כול ו להיות לאות ומופת ⬚⬚⬚ עולם לדעת כול את ו את הגדול ו מה אף הוא בשר כי ישכיל ב,ל קצי ל עשות שפטים גדולים ל עיני כול ו ל היות ל אות ו מופת ⬚⬚⬚ עולם ל דעת כול את ו את ה גדול ו מה אף הוא בשר כי ישכיל ב,עד,אלהי,ברית,לכל,לחיי,עד | אלהי | ברית | לכל | לחיי,miss,particle_or_too_short,Top guess is much shorter than the gold word.
207,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,אלה,108,17,עולם לדעת כול את ו את הגדול ו מה אף הוא בשר כי ישכיל ב ⬚⬚⬚ ויצר עפר איך יוכל להכין אתה יצרתה רוח והכינותה מעולם ו מ,עולם ל דעת כול את ו את ה גדול ו מה אף הוא בשר כי ישכיל ב ⬚⬚⬚ ו יצר עפר איך יוכל ל הכין אתה יצרתה רוח ו הכינותה מ עולם ו מ,רוח,כול,עולם,כל,לב,רוח | כול | עולם | כל | לב,miss,same_length_semantic,Model prefers another plausible word of similar length.
208,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,עולם,149,17,כי ישכיל באלה ויצר עפר איך יוכל להכין אתה יצרתה רוח והכינותה מ ⬚⬚⬚ ו מדרך כול חי ואני ידעתי כיא לא ישוה כול הון ב ואין,כי ישכיל ב אלה ו יצר עפר איך יוכל ל הכין אתה יצרתה רוח ו הכינותה מ ⬚⬚⬚ ו מ דרך כול חי ו אני ידעתי כיא לא ישוה כול הון ב ו אין,כול,לב,ים,ה,כל,כול | לב | ים | ה | כל,miss,other_miss,Miss without a simple short/rare/same-length explanation.
209,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,מלאכי,50,17,דרך כול חי ואני ידעתי כיא לא ישוה כול הון ב ואין בתבל כ ⬚⬚⬚ ואדעה כי בחרתה מכול ו ל עד הם ו לא תקבל שוחד ל,דרך כול חי ו אני ידעתי כיא לא ישוה כול הון ב ו אין ב תבל כ ⬚⬚⬚ ו אדעה כי בחרתה מ כול ו ל עד הם ו לא תקבל שוחד ל,כול,כל,עד,הוא,אל,כול | כל | עד | הוא | אל,miss,particle_or_too_short,Top guess is much shorter than the gold word.
210,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,מעשי,59,15,ואדעה כי בחרתה מכול ו ל עד הם ו לא תקבל שוחד ל ⬚⬚⬚ רע ו לא תקח כופר לעלילות רשעה כיא אל אמת אתה וכול עולה תשמיד ל עד ו,ו אדעה כי בחרתה מ כול ו ל עד הם ו לא תקבל שוחד ל ⬚⬚⬚ רע ו לא תקח כופר ל עלילות רשעה כיא אל אמת אתה ו כול עולה תשמיד ל עד ו,דבר,כל,עושי,עד,לעשות,דבר | כל | עושי | עד | לעשות,miss,same_length_semantic,Model prefers another plausible word of similar length.
211,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,רע,43,16,ואדעה כי בחרתה מכול ו ל עד הם ו לא תקבל שוחד למעשי ⬚⬚⬚ ו לא תקח כופר לעלילות רשעה כיא אל אמת אתה וכול עולה תשמיד ל עד וכול,ו אדעה כי בחרתה מ כול ו ל עד הם ו לא תקבל שוחד ל מעשי ⬚⬚⬚ ו לא תקח כופר ל עלילות רשעה כיא אל אמת אתה ו כול עולה תשמיד ל עד ו כול,רשעה,רשע,רע,און,רשעים,רשעה | רשע | רע | און | רשעים,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
212,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,עד,575,19,למעשי רע ו לא תקח כופר לעלילות רשעה כיא אל אמת אתה וכול עולה תשמיד ל ⬚⬚⬚ וכול רשעה לא תהיה ל ואני כי דרך כול חי ו ב,ל מעשי רע ו לא תקח כופר ל עלילות רשעה כיא אל אמת אתה ו כול עולה תשמיד ל ⬚⬚⬚ ו כול רשעה לא תהיה ל ו אני כי דרך כול חי ו ב,רע,אתה,כול,אמת,אל,רע | אתה | כול | אמת | אל,miss,same_length_semantic,Model prefers another plausible word of similar length.
213,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,כול,1096,19,רע ו לא תקח כופר לעלילות רשעה כיא אל אמת אתה וכול עולה תשמיד ל עד ו ⬚⬚⬚ רשעה לא תהיה ל ואני כי דרך כול חי ו בכול,רע ו לא תקח כופר ל עלילות רשעה כיא אל אמת אתה ו כול עולה תשמיד ל עד ו ⬚⬚⬚ רשעה לא תהיה ל ו אני כי דרך כול חי ו ב כול,עלילות,עצת,כל,גבול,דרך,עלילות | עצת | כל | גבול | דרך,miss,same_length_semantic,Model prefers another plausible word of similar length.
214,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,כול,1096,13,כול רשעה לא תהיה ל ואני כי דרך כול חי ו ב ⬚⬚⬚ מעשה ואדעה כיא ל כי ב וכול,כול רשעה לא תהיה ל ו אני כי דרך כול חי ו ב ⬚⬚⬚ מעשה ו אדעה כיא ל כי ב ו כול,כול,כל,וכול,לכול,וכל,כול | כל | וכול | לכול | וכל,hit,exact_top1_hit,The model's first guess is exactly correct.
215,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,כיא,295,12,ואני כי דרך כול חי ו בכול מעשה ואדעה ⬚⬚⬚ ל כי ב וכול אנשי מופת תביא ב,ו אני כי דרך כול חי ו ב כול מעשה ו אדעה ⬚⬚⬚ ל כי ב ו כול אנשי מופת תביא ב,כול,מה,כי,את,כל,כול | מה | כי | את | כל,miss,same_length_semantic,Model prefers another plausible word of similar length.
216,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,אנשי,124,8,ואדעה כיא ל כי ב וכול ⬚⬚⬚ מופת תביא במספר ואין כרזי בשמים ו בארץ ו ב,ו אדעה כיא ל כי ב ו כול ⬚⬚⬚ מופת תביא ב מספר ו אין כ רזי ב שמים ו ב ארץ ו ב,דברי,דבר,אנשי,בני,אשר,דברי | דבר | אנשי | בני | אשר,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
217,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,אין,100,10,כי ב וכול אנשי מופת תביא במספר ו ⬚⬚⬚ כרזי בשמים ו בארץ ו במשפט,כי ב ו כול אנשי מופת תביא ב מספר ו ⬚⬚⬚ כ רזי ב שמים ו ב ארץ ו ב משפט,כול,כל,אל,את,ים,כול | כל | אל | את | ים,miss,same_length_semantic,Model prefers another plausible word of similar length.
218,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,רזי,28,12,כי ב וכול אנשי מופת תביא במספר ואין כ ⬚⬚⬚ בשמים ו בארץ ו במשפט,כי ב ו כול אנשי מופת תביא ב מספר ו אין כ ⬚⬚⬚ ב שמים ו ב ארץ ו ב משפט,כול,כי,אל,כל,ל,כול | כי | אל | כל | ל,miss,same_length_semantic,Model prefers another plausible word of similar length.
219,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,אין,100,9,בשמים ו בארץ ו במשפט ו ⬚⬚⬚ ל ו מה נחשב וכול איש מתקדש בל יטה לאשמה לישר איכה יבין,ב שמים ו ב ארץ ו ב משפט ו ⬚⬚⬚ ל ו מה נחשב ו כול איש מתקדש בל יטה ל אשמה ל ישר איכה יבין,מה,כול,איש,אל,כי,מה | כול | איש | אל | כי,miss,same_length_semantic,Model prefers another plausible word of similar length.
220,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,איש,462,9,משפט ואין ל ו מה נחשב וכול ⬚⬚⬚ מתקדש בל יטה לאשמה לישר איכה יבין ו לא יעשה כול מ עד עולם,משפט ו אין ל ו מה נחשב ו כול ⬚⬚⬚ מתקדש בל יטה ל אשמה ל ישר איכה יבין ו לא יעשה כול מ עד עולם,איש,אשר,צדיק,מה,דבר,איש | אשר | צדיק | מה | דבר,hit,exact_top1_hit,The model's first guess is exactly correct.
221,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,איכה,7,16,ואין ל ו מה נחשב וכול איש מתקדש בל יטה לאשמה לישר ⬚⬚⬚ יבין ו לא יעשה כול מ עד עולם ומקור אור פתחתה ו ל ל,ו אין ל ו מה נחשב ו כול איש מתקדש בל יטה ל אשמה ל ישר ⬚⬚⬚ יבין ו לא יעשה כול מ עד עולם ו מקור אור פתחתה ו ל ל,בל,לא,לוא,אל,ובל,בל | לא | לוא | אל | ובל,miss,particle_or_too_short,Top guess is much shorter than the gold word.
222,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,עשות,5,16,כיא פעלתה להוחד עם צבא גבורי עולם ורוח עורף קשה לדממה הואלתה ל ⬚⬚⬚ משפט ו להאזין קול נכבד למעשי ורוח נעוה משלה ביצר עפר,כיא פעלתה ל הוחד עם צבא גבורי עולם ו רוח עורף קשה ל דממה הואלתה ל ⬚⬚⬚ משפט ו ל האזין קול נכבד ל מעשי ו רוח נעוה משלה ב יצר עפר,רוח,דבר,לעשות,עשה,עשות,רוח | דבר | לעשות | עשה | עשות,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
223,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,אשר,1396,7,ו מעפר צדיק ו ברוח ⬚⬚⬚ נתתה ו לא יוכל אנוש לבקש רוח מלוא השמים,ו מ עפר צדיק ו ב רוח ⬚⬚⬚ נתתה ו לא יוכל אנוש ל בקש רוח מלוא ה שמים,חיים,לא,אל,אשר,אלוהים,חיים | לא | אל | אשר | אלוהים,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
224,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,בקש,8,11,צדיק ו ברוח אשר נתתה ו לא יוכל אנוש ל ⬚⬚⬚ רוח מלוא השמים ו הארץ מלוא כול תבל ואדעה כי ב,צדיק ו ב רוח אשר נתתה ו לא יוכל אנוש ל ⬚⬚⬚ רוח מלוא ה שמים ו ה ארץ מלוא כול תבל ו אדעה כי ב,כול,כל,את,איש,כי,כול | כל | את | איש | כי,miss,same_length_semantic,Model prefers another plausible word of similar length.
225,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,תבל,28,15,ו לא יוכל אנוש לבקש רוח מלוא השמים ו הארץ מלוא כול ⬚⬚⬚ ואדעה כי ב באיש הרביתה ב בכול ומשמר,ו לא יוכל אנוש ל בקש רוח מלוא ה שמים ו ה ארץ מלוא כול ⬚⬚⬚ ו אדעה כי ב ב איש הרביתה ב ב כול ו משמר,איש,הארץ,רוח,נפש,אדם,איש | הארץ | רוח | נפש | אדם,miss,same_length_semantic,Model prefers another plausible word of similar length.
226,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,כי,712,15,ומשמר צדק על אשר הפקדתה פן ישגה מ ו לבלתי כשול בכול ⬚⬚⬚ ב בכול אלה אמצאה מענה לשון להתנפל ו להתחנן תמיד על ו לבקש רוח,ו משמר צדק על אשר הפקדתה פן ישגה מ ו ל בלתי כשול ב כול ⬚⬚⬚ ב ב כול אלה אמצאה מענה לשון ל התנפל ו ל התחנן תמיד על ו ל בקש רוח,אלה,אשר,לב,זאת,כי,אלה | אשר | לב | זאת | כי,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
227,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,תמיד,47,17,בלתי כשול בכול כי ב בכול אלה אמצאה מענה לשון להתנפל ו להתחנן ⬚⬚⬚ על ו לבקש רוח בינה ו להתחזק ברוח ו לדבוק באמת ו,בלתי כשול ב כול כי ב ב כול אלה אמצאה מענה לשון ל התנפל ו ל התחנן ⬚⬚⬚ על ו ל בקש רוח בינה ו ל התחזק ב רוח ו ל דבוק ב אמת ו,על,אל,ה,לו,בכה,על | אל | ה | לו | בכה,miss,particle_or_too_short,Top guess is much shorter than the gold word.
228,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,התיצב,0,15,אשר עשיתה ו להעמיד בכול מעמד אשר בחרתה ל ו לשומרי ל ⬚⬚⬚ ל לעולם ו לכפר עוון ו להדשן ברצון ו להתערב ברוח ו,אשר עשיתה ו ל העמיד ב כול מעמד אשר בחרתה ל ו ל שומרי ל ⬚⬚⬚ ל ל עולם ו ל כפר עוון ו ל הדשן ב רצון ו ל התערב ב רוח ו,כולכול,כולה,אלכול,כולאל,כולאשר,כולכול | כולה | אלכול | כולאל | כולאשר,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
229,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,כפר,10,16,בכול מעמד אשר בחרתה ל ו לשומרי להתיצב ל לעולם ו ל ⬚⬚⬚ עוון ו להדשן ברצון ו להתערב ברוח ו לשכיל ל,ב כול מעמד אשר בחרתה ל ו ל שומרי ל התיצב ל ל עולם ו ל ⬚⬚⬚ עוון ו ל הדשן ב רצון ו ל התערב ב רוח ו ל שכיל ל,אל,כל,כול,על,את,אל | כל | כול | על | את,miss,same_length_semantic,Model prefers another plausible word of similar length.
230,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,עוון,13,16,כול מעמד אשר בחרתה ל ו לשומרי להתיצב ל לעולם ו לכפר ⬚⬚⬚ ו להדשן ברצון ו להתערב ברוח ו לשכיל ל אל,כול מעמד אשר בחרתה ל ו ל שומרי ל התיצב ל ל עולם ו ל כפר ⬚⬚⬚ ו ל הדשן ב רצון ו ל התערב ב רוח ו ל שכיל ל אל,אל,על,ה,ים,כול,אל | על | ה | ים | כול,miss,particle_or_too_short,Top guess is much shorter than the gold word.
231,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,כי,712,12,ו אל יבוא לכול נגע מכשול מחוקי כי ואדעה ⬚⬚⬚ אתה אל חנון ורחום ארוך אפים ו רב חסד ואמת ונושא פשע ומעל ונחם,ו אל יבוא ל כול נגע מכשול מ חוקי כי ו אדעה ⬚⬚⬚ אתה אל חנון ו רחום ארוך אפים ו רב חסד ו אמת ו נושא פשע ו מעל ו נחם,כי,אתה,מה,אל,אשר,כי | אתה | מה | אל | אשר,hit,exact_top1_hit,The model's first guess is exactly correct.
232,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,אתה,141,13,ו אל יבוא לכול נגע מכשול מחוקי כי ואדעה כי ⬚⬚⬚ אל חנון ורחום ארוך אפים ו רב חסד ואמת ונושא פשע ומעל ונחם על,ו אל יבוא ל כול נגע מכשול מ חוקי כי ו אדעה כי ⬚⬚⬚ אל חנון ו רחום ארוך אפים ו רב חסד ו אמת ו נושא פשע ו מעל ו נחם על,אתה,הוא,אני,אם,אל,אתה | הוא | אני | אם | אל,hit,exact_top1_hit,The model's first guess is exactly correct.
233,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,אל,1175,13,אל יבוא לכול נגע מכשול מחוקי כי ואדעה כי אתה ⬚⬚⬚ חנון ורחום ארוך אפים ו רב חסד ואמת ונושא פשע ומעל ונחם על כול,אל יבוא ל כול נגע מכשול מ חוקי כי ו אדעה כי אתה ⬚⬚⬚ חנון ו רחום ארוך אפים ו רב חסד ו אמת ו נושא פשע ו מעל ו נחם על כול,אל,יהוה,הוא,ה,אלהים,אל | יהוה | הוא | ה | אלהים,hit,exact_top1_hit,The model's first guess is exactly correct.
234,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,עוון,13,19,חנון ורחום ארוך אפים ו רב חסד ואמת ונושא פשע ומעל ונחם על כול ⬚⬚⬚ ושומרי השבים באמונה ו לב שלם ל ב לעשות ה,חנון ו רחום ארוך אפים ו רב חסד ו אמת ו נושא פשע ו מעל ו נחם על כול ⬚⬚⬚ ו שומרי ה שבים ב אמונה ו לב שלם ל ב ל עשות ה,מעשיו,רע,פשעי,אלה,פשעים,מעשיו | רע | פשעי | אלה | פשעים,miss,same_length_semantic,Model prefers another plausible word of similar length.
235,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,עשות,5,14,כול עוון ושומרי השבים באמונה ו לב שלם ל ב ל ⬚⬚⬚ הטוב ב אל תשב פני ו אל תזנח בן אה ו,כול עוון ו שומרי ה שבים ב אמונה ו לב שלם ל ב ל ⬚⬚⬚ ה טוב ב אל תשב פני ו אל תזנח בן אה ו,אל,כול,כל,לב,את,אל | כול | כל | לב | את,miss,particle_or_too_short,Top guess is much shorter than the gold word.
236,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,עד,575,10,מתוהו די קדושים וכול בין טוב לרשע ⬚⬚⬚ עולם ו ו מש כיא אתה,מ תוהו די קדושים ו כול בין טוב ל רשע ⬚⬚⬚ עולם ו ו מש כיא אתה,עד,אל,ועד,אין,כי,עד | אל | ועד | אין | כי,hit,exact_top1_hit,The model's first guess is exactly correct.
237,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,אתה,141,6,עד עולם ו ו מש כיא ⬚⬚⬚ מקור דעת ומקוה ה ומעין הגבורה גדול העצה אין מספר ו,עד עולם ו ו מש כיא ⬚⬚⬚ מקור דעת ו מקוה ה ו מעין ה גבורה גדול ה עצה אין מספר ו,מים,אל,חכמה,הוא,דעת,מים | אל | חכמה | הוא | דעת,miss,same_length_semantic,Model prefers another plausible word of similar length.
238,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,מקור,14,5,ו ו מש כיא אתה ⬚⬚⬚ דעת ומקוה ה ומעין הגבורה גדול העצה אין מספר ו ל,ו ו מש כיא אתה ⬚⬚⬚ דעת ו מקוה ה ו מעין ה גבורה גדול ה עצה אין מספר ו ל,איש,למד,בן,ה,יודע,איש | למד | בן | ה | יודע,miss,same_length_semantic,Model prefers another plausible word of similar length.
239,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,לא,416,13,ו בעולם ו בטרם ידעתה כול לעולמי עד ו מ ⬚⬚⬚ יעשה כוול ו לא יודע בלוא אתה יצרתה כול רוח והכינותה ומשפט לכול,ו ב עולם ו ב טרם ידעתה כול ל עולמי עד ו מ ⬚⬚⬚ יעשה כוול ו לא יודע ב לוא אתה יצרתה כול רוח ו הכינותה ו משפט ל כול,מה,לא,אשר,כול,מי,מה | לא | אשר | כול | מי,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
240,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,רוחות,50,15,טרם למלאכי קודש ו ם לרוחות עולם במאורות לכוכבים ל ו ⬚⬚⬚ סערה לזקים וברקים ל ואוצרות מחשבת ל לאתה בראתה,טרם ל מלאכי קודש ו ם ל רוחות עולם ב מאורות ל כוכבים ל ו ⬚⬚⬚ סערה ל זקים ו ברקים ל ו אוצרות מחשבת ל ל אתה בראתה,רוח,ים,מלאכי,רוחות,שערי,רוח | ים | מלאכי | רוחות | שערי,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
241,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,אביון,11,16,לעולמי עולמים ואתה ב וגדול חזקתה רוח אנוש לפני נגע ונפש ⬚⬚⬚ טהרתה מרוב עוון לספר לנגד כול ואספרה תמיד במשפטי ו,ל עולמי עולמים ו אתה ב ו גדול חזקתה רוח אנוש ל פני נגע ו נפש ⬚⬚⬚ טהרתה מ רוב עוון ל ספר ל נגד כול ו אספרה תמיד ב משפטי ו,כול,איש,אל,אנוש,רוח,כול | איש | אל | אנוש | רוח,miss,particle_or_too_short,Top guess is much shorter than the gold word.
242,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,תמיד,47,17,לפני נגע ונפש אביון טהרתה מרוב עוון לספר לנגד כול ואספרה ⬚⬚⬚ במשפטי ו לבני אנוש כול אשר הגברתה לנגד בני אדם שמעו חכמים,ל פני נגע ו נפש אביון טהרתה מ רוב עוון ל ספר ל נגד כול ו אספרה ⬚⬚⬚ ב משפטי ו ל בני אנוש כול אשר הגברתה ל נגד בני אדם שמעו חכמים,כול,אל,כל,משפט,את,כול | אל | כל | משפט | את,miss,same_length_semantic,Model prefers another plausible word of similar length.
243,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,נגד,10,14,כול ואספרה תמיד במשפטי ו לבני אנוש כול אשר הגברתה ל ⬚⬚⬚ בני אדם שמעו חכמים ושחי דעת ונמהרים יהיו ליצר סמוך כל ישרי דרך הוסיפו,כול ו אספרה תמיד ב משפטי ו ל בני אנוש כול אשר הגברתה ל ⬚⬚⬚ בני אדם שמעו חכמים ו שחי דעת ו נמהרים יהיו ל יצר סמוך כל ישרי דרך הוסיפו,כול,כל,אל,לב,את,כול | כל | אל | לב | את,miss,same_length_semantic,Model prefers another plausible word of similar length.
244,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,כל,401,16,הגברתה לנגד בני אדם שמעו חכמים ושחי דעת ונמהרים יהיו ליצר סמוך ⬚⬚⬚ ישרי דרך הוסיפו ערמה צדיקים השביתו עולה וכול תמימי דרך החזיקו נדכא עני האריכו אפים,הגברתה ל נגד בני אדם שמעו חכמים ו שחי דעת ו נמהרים יהיו ל יצר סמוך ⬚⬚⬚ ישרי דרך הוסיפו ערמה צדיקים השביתו עולה ו כול תמימי דרך החזיקו נדכא עני האריכו אפים,כול,כל,וכול,וכל,לכול,כול | כל | וכול | וכל | לכול,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
245,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,ישרי,1,16,לנגד בני אדם שמעו חכמים ושחי דעת ונמהרים יהיו ליצר סמוך כל ⬚⬚⬚ דרך הוסיפו ערמה צדיקים השביתו עולה וכול תמימי דרך החזיקו נדכא עני האריכו אפים ו,ל נגד בני אדם שמעו חכמים ו שחי דעת ו נמהרים יהיו ל יצר סמוך כל ⬚⬚⬚ דרך הוסיפו ערמה צדיקים השביתו עולה ו כול תמימי דרך החזיקו נדכא עני האריכו אפים ו,תמימי,הולכי,עקש,מורה,ישר,תמימי | הולכי | עקש | מורה | ישר,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
246,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,צדק,99,17,השביתו עולה וכול תמימי דרך החזיקו נדכא עני האריכו אפים ו ל אל תמאסו במשפטי ⬚⬚⬚ וילי לב לא יבינו אלה ועריצים יחרוקו שנים,השביתו עולה ו כול תמימי דרך החזיקו נדכא עני האריכו אפים ו ל אל תמאסו ב משפטי ⬚⬚⬚ ו ילי לב לא יבינו אלה ו עריצים יחרוקו שנים,אל,צדק,יהוה,אמת,רע,אל | צדק | יהוה | אמת | רע,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
247,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QHa,שנים,127,15,ל אל תמאסו במשפטי צדק וילי לב לא יבינו אלה ועריצים יחרוקו ⬚⬚⬚ אדוני כיא ישרתה ב,ל אל תמאסו ב משפטי צדק ו ילי לב לא יבינו אלה ו עריצים יחרוקו ⬚⬚⬚ אדוני כיא ישרתה ב,לפני,על,אל,את,בעיני,לפני | על | אל | את | בעיני,miss,same_length_semantic,Model prefers another plausible word of similar length.
