row_id,model,split,book_filter,scroll,gap_length,gap_bucket,target_phrase,target_words,target_fit_frequencies,top1_phrase,top5_phrases,context_for_reading,raw_context,case_status,reader_note,slot_top1_hits,slot_top5_hits,slot_details_json
999,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,2,2,תתן אין,"[""תתן"", ""אין""]","[17, 100]",על כול,"[""על כול"", ""עד כול"", ""על כן"", ""על מה"", ""כול מה""]",התרשע אנשי שמרתה נפש עתה הקימותה נופלים רמי קומה תגדע כול אין מציל אין מנוס תשיב בוז כול יקום ⬚⬚⬚ ⬚⬚⬚ אנו מעשי נהללה נרוממה כול עתים מועדי תעודות עולמים עם מבוא יומם לילה מוצאי ערב בוקר כיא גדולה מחשבת רזי,התרשע אנשי שמרתה נפש עתה הקימותה נופלים רמי קומה תגדע כול אין מציל אין מנוס תשיב בוז כול יקום ⬚⬚⬚ ⬚⬚⬚ אנו מעשי נהללה נרוממה כול עתים מועדי תעודות עולמים עם מבוא יומם לילה מוצאי ערב בוקר כיא גדולה מחשבת רזי,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""תתן"", ""gold_fit_frequency"": 17, ""top_candidates"": [""על"", ""עד"", ""כול""], ""top1"": ""על"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""אין"", ""gold_fit_frequency"": 100, ""top_candidates"": [""כול"", ""כן"", ""מה""], ""top1"": ""כול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
1000,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,2,2,מבוא יומם,"[""מבוא"", ""יומם""]","[5, 13]",יום ועם,"[""יום ועם"", ""יום עם"", ""יומם ועם"", ""יומם עם"", ""אור אור""]",אין מנוס תשיב בוז כול יקום תתן אין אנו מעשי נהללה נרוממה כול עתים מועדי תעודות עולמים עם ⬚⬚⬚ ⬚⬚⬚ לילה מוצאי ערב בוקר כיא גדולה מחשבת רזי הרים עפר השפיל אלים אל אלים הנשא עוז מלך מלכים שמתה,אין מנוס תשיב בוז כול יקום תתן אין אנו מעשי נהללה נרוממה כול עתים מועדי תעודות עולמים עם ⬚⬚⬚ ⬚⬚⬚ לילה מוצאי ערב בוקר כיא גדולה מחשבת רזי הרים עפר השפיל אלים אל אלים הנשא עוז מלך מלכים שמתה,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""מבוא"", ""gold_fit_frequency"": 5, ""top_candidates"": [""יום"", ""יומם"", ""אור""], ""top1"": ""יום"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""יומם"", ""gold_fit_frequency"": 13, ""top_candidates"": [""ועם"", ""עם"", ""אור""], ""top1"": ""ועם"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
1001,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,3,3,בוקר כיא גדולה,"[""בוקר"", ""כיא"", ""גדולה""]","[6, 295, 17]",בוקר ערב בוקר,"[""בוקר ערב בוקר"", ""בוקר בוקר בוקר"", ""בוקר בוקר לילה"", ""בוקר יום יום"", ""בוקר בוקר ערב""]",תשיב בוז כול יקום תתן אין אנו מעשי נהללה נרוממה כול עתים מועדי תעודות עולמים עם מבוא יומם לילה מוצאי ערב ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מחשבת רזי הרים עפר השפיל אלים אל אלים הנשא עוז מלך מלכים שמתה על יפוצו כול בני חושך אור,תשיב בוז כול יקום תתן אין אנו מעשי נהללה נרוממה כול עתים מועדי תעודות עולמים עם מבוא יומם לילה מוצאי ערב ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מחשבת רזי הרים עפר השפיל אלים אל אלים הנשא עוז מלך מלכים שמתה על יפוצו כול בני חושך אור,miss,1/3 gap words appear in the top-5 lists.,1,1,"[{""slot_index"": 1, ""gold_word"": ""בוקר"", ""gold_fit_frequency"": 6, ""top_candidates"": [""בוקר""], ""top1"": ""בוקר"", ""hit_top1"": true, ""hit_top5"": true, ""likely_issue"": ""exact_top1_hit"", ""reader_note"": ""The model's first guess is exactly correct for this slot.""}, {""slot_index"": 2, ""gold_word"": ""כיא"", ""gold_fit_frequency"": 295, ""top_candidates"": [""ערב"", ""בוקר"", ""יום""], ""top1"": ""ערב"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 3, ""gold_word"": ""גדולה"", ""gold_fit_frequency"": 17, ""top_candidates"": [""בוקר"", ""לילה"", ""יום"", ""ערב""], ""top1"": ""בוקר"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
1002,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,3,3,עפר השפיל אלים,"[""עפר"", ""השפיל"", ""אלים""]","[18, 2, 45]",אור אלוהים אור,"[""אור אלוהים אור"", ""אור אלים אור"", ""ורוח דעת רוח"", ""ורוח קודש רוח"", ""אור אלים כבוד""]",מעשי נהללה נרוממה כול עתים מועדי תעודות עולמים עם מבוא יומם לילה מוצאי ערב בוקר כיא גדולה מחשבת רזי הרים ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אל אלים הנשא עוז מלך מלכים שמתה על יפוצו כול בני חושך אור אלים אנשים אש בוערת מחשכי אבדונים אבדוני שאול תוקד שרפת עולמים,מעשי נהללה נרוממה כול עתים מועדי תעודות עולמים עם מבוא יומם לילה מוצאי ערב בוקר כיא גדולה מחשבת רזי הרים ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ אל אלים הנשא עוז מלך מלכים שמתה על יפוצו כול בני חושך אור אלים אנשים אש בוערת מחשכי אבדונים אבדוני שאול תוקד שרפת עולמים,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""עפר"", ""gold_fit_frequency"": 18, ""top_candidates"": [""אור"", ""ורוח""], ""top1"": ""אור"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""השפיל"", ""gold_fit_frequency"": 2, ""top_candidates"": [""אלוהים"", ""אלים"", ""דעת"", ""קודש""], ""top1"": ""אלוהים"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 3, ""gold_word"": ""אלים"", ""gold_fit_frequency"": 45, ""top_candidates"": [""אור"", ""רוח"", ""כבוד""], ""top1"": ""אור"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}]"
1003,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,2,2,שרפת עולמים,"[""שרפת"", ""עולמים""]","[1, 112]",על המון,"[""על המון"", ""אש על"", ""על ראשי"", ""על כל"", ""המון המון""]",אלים אל אלים הנשא עוז מלך מלכים שמתה על יפוצו כול בני חושך אור אלים אנשים אש בוערת מחשכי אבדונים אבדוני שאול תוקד ⬚⬚⬚ ⬚⬚⬚ פושעים כול מועדי עולמים כול הודות מלחמה יספרו אחר ישובו אל סרך כתיאים יחלו אנשי בינים הפיל חללי כתיאים,אלים אל אלים הנשא עוז מלך מלכים שמתה על יפוצו כול בני חושך אור אלים אנשים אש בוערת מחשכי אבדונים אבדוני שאול תוקד ⬚⬚⬚ ⬚⬚⬚ פושעים כול מועדי עולמים כול הודות מלחמה יספרו אחר ישובו אל סרך כתיאים יחלו אנשי בינים הפיל חללי כתיאים,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""שרפת"", ""gold_fit_frequency"": 1, ""top_candidates"": [""על"", ""אש"", ""המון""], ""top1"": ""על"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 2, ""gold_word"": ""עולמים"", ""gold_fit_frequency"": 112, ""top_candidates"": [""המון"", ""על"", ""ראשי"", ""כל""], ""top1"": ""המון"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}]"
1004,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,4,4-5,הפיל חללי כתיאים מתנצחת,"[""הפיל"", ""חללי"", ""כתיאים"", ""מתנצחת""]","[3, 9, 4, 2]",י אל כוהניםיתקעו חצוצרותחצוצרותמקרא,"[""י אל כוהניםיתקעו חצוצרותחצוצרותמקרא"", ""אל כוהנים יתקעויתקעו חצוצרותחצוצרותמקרא"", ""י אל כוהניםיתקעו בחצוצרותחצוצרותמקרא"", ""אל כוהנים יתקעויתקעו בחצוצרותחצוצרותמקרא"", ""י אל כוהניםיתקעו חצוצרותבחצוצרותמקרא""]",תוקד שרפת עולמים פושעים כול מועדי עולמים כול הודות מלחמה יספרו אחר ישובו אל סרך כתיאים יחלו אנשי בינים ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מלחמה כתיאים יחלו חללי מצרף נפול רזי אל כוהנים יתקעו חצוצרות מקרא מלחמה כתיאים מערכה ראישונה נגש כוהן,תוקד שרפת עולמים פושעים כול מועדי עולמים כול הודות מלחמה יספרו אחר ישובו אל סרך כתיאים יחלו אנשי בינים ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מלחמה כתיאים יחלו חללי מצרף נפול רזי אל כוהנים יתקעו חצוצרות מקרא מלחמה כתיאים מערכה ראישונה נגש כוהן,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""הפיל"", ""gold_fit_frequency"": 3, ""top_candidates"": [""י"", ""אל""], ""top1"": ""י"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 2, ""gold_word"": ""חללי"", ""gold_fit_frequency"": 9, ""top_candidates"": [""אל"", ""כוהנים""], ""top1"": ""אל"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 3, ""gold_word"": ""כתיאים"", ""gold_fit_frequency"": 4, ""top_candidates"": [""כוהניםיתקעו"", ""יתקעויתקעו""], ""top1"": ""כוהניםיתקעו"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 4, ""gold_word"": ""מתנצחת"", ""gold_fit_frequency"": 2, ""top_candidates"": [""חצוצרותחצוצרותמקרא"", ""בחצוצרותחצוצרותמקרא"", ""חצוצרותבחצוצרותמקרא""], ""top1"": ""חצוצרותחצוצרותמקרא"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
1005,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,3,3,יתקעו חצוצרות מקרא,"[""יתקעו"", ""חצוצרות"", ""מקרא""]","[17, 31, 17]",עורכי מלחמה עורכי,"[""עורכי מלחמה עורכי"", ""עורכי מערכה עורכי"", ""גבורים גבורים מלומדי"", ""גבורים גבורים כלי"", ""גדולים גבורים מלומדי""]",כתיאים יחלו אנשי בינים הפיל חללי כתיאים מתנצחת מלחמה כתיאים יחלו חללי מצרף נפול רזי אל כוהנים ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מלחמה כתיאים מערכה ראישונה נגש כוהן חרוץ מלחמה עמד פני מערכה חזק את גבורות ענה אמר נקם אכול,כתיאים יחלו אנשי בינים הפיל חללי כתיאים מתנצחת מלחמה כתיאים יחלו חללי מצרף נפול רזי אל כוהנים ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מלחמה כתיאים מערכה ראישונה נגש כוהן חרוץ מלחמה עמד פני מערכה חזק את גבורות ענה אמר נקם אכול,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""יתקעו"", ""gold_fit_frequency"": 17, ""top_candidates"": [""עורכי"", ""גבורים"", ""גדולים""], ""top1"": ""עורכי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 2, ""gold_word"": ""חצוצרות"", ""gold_fit_frequency"": 31, ""top_candidates"": [""מלחמה"", ""מערכה"", ""גבורים""], ""top1"": ""מלחמה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 3, ""gold_word"": ""מקרא"", ""gold_fit_frequency"": 17, ""top_candidates"": [""עורכי"", ""מלומדי"", ""כלי""], ""top1"": ""עורכי"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
1006,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,2,2,לוא ידמה,"[""לוא"", ""ידמה""]","[578, 8]",לה מיא,"[""לה מיא"", ""לי מיא"", ""כל רע"", ""אל אל"", ""אל מים""]",מיא כול רע דמה אין נשניתי הוריה לוא תדמה מיא מזל מיא יכיל מיא ידמה ⬚⬚⬚ ⬚⬚⬚ כיא אניא עם אלים עם בני מלך לוא פז לוא כתם אופירים צדיקים אלוהי מעון קודש השמיעו הגיא רנה הביעו,מיא כול רע דמה אין נשניתי הוריה לוא תדמה מיא מזל מיא יכיל מיא ידמה ⬚⬚⬚ ⬚⬚⬚ כיא אניא עם אלים עם בני מלך לוא פז לוא כתם אופירים צדיקים אלוהי מעון קודש השמיעו הגיא רנה הביעו,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""לוא"", ""gold_fit_frequency"": 578, ""top_candidates"": [""לה"", ""לי"", ""כל"", ""אל""], ""top1"": ""לה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""ידמה"", ""gold_fit_frequency"": 8, ""top_candidates"": [""מיא"", ""רע"", ""אל"", ""מים""], ""top1"": ""מיא"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
1007,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,8,6+,את כול סרך זה יעשו יום הואה על,"[""את"", ""כול"", ""סרך"", ""זה"", ""יעשו"", ""יום"", ""הואה"", ""על""]","[1430, 1096, 21, 53, 30, 179, 98, 1174]",קול קול קול קול קול קול קולקול קול,"[""קול קול קול קול קול קול קולקול קול"", ""קול קול קול קול קול קול קולוקול קול"", ""קול קול קול קול קול קול קולבקול קול"", ""קול קול קול קול קול קול קולקול שופר"", ""קול קול קול קול קול קול קולקול קולו""]",מעון קודש השמיעו הגיא רנה הביעו שמחת עולמים אין השבת הקים קרן מע הודיע כוח ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ נגד מחני כתיאים אחר יתקעו כוהנים חצוצרות זכרון פתחו שערי מלחמה יצאו אנשי בינים עמדו ראשים בין מערכות תקעו כוהנים תרועות סדר,מעון קודש השמיעו הגיא רנה הביעו שמחת עולמים אין השבת הקים קרן מע הודיע כוח ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ נגד מחני כתיאים אחר יתקעו כוהנים חצוצרות זכרון פתחו שערי מלחמה יצאו אנשי בינים עמדו ראשים בין מערכות תקעו כוהנים תרועות סדר,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""את"", ""gold_fit_frequency"": 1430, ""top_candidates"": [""קול""], ""top1"": ""קול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""כול"", ""gold_fit_frequency"": 1096, ""top_candidates"": [""קול""], ""top1"": ""קול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 3, ""gold_word"": ""סרך"", ""gold_fit_frequency"": 21, ""top_candidates"": [""קול""], ""top1"": ""קול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 4, ""gold_word"": ""זה"", ""gold_fit_frequency"": 53, ""top_candidates"": [""קול""], ""top1"": ""קול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 5, ""gold_word"": ""יעשו"", ""gold_fit_frequency"": 30, ""top_candidates"": [""קול""], ""top1"": ""קול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 6, ""gold_word"": ""יום"", ""gold_fit_frequency"": 179, ""top_candidates"": [""קול""], ""top1"": ""קול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 7, ""gold_word"": ""הואה"", ""gold_fit_frequency"": 98, ""top_candidates"": [""קולקול"", ""קולוקול"", ""קולבקול""], ""top1"": ""קולקול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 8, ""gold_word"": ""על"", ""gold_fit_frequency"": 1174, ""top_candidates"": [""קול"", ""שופר"", ""קולו""], ""top1"": ""קול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
1008,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q491,10,6+,נגד מחני כתיאים אחר יתקעו כוהנים חצוצרות זכרון פתחו שערי,"[""נגד"", ""מחני"", ""כתיאים"", ""אחר"", ""יתקעו"", ""כוהנים"", ""חצוצרות"", ""זכרון"", ""פתחו"", ""שערי""]","[10, 7, 4, 77, 17, 5, 31, 10, 3, 11]",כל בני ישראלביום הזה יצאו כול בני ישראל למלחמה וביום,"[""כל בני ישראלביום הזה יצאו כול בני ישראל למלחמה וביום"", ""כל בני ישראלביום הזה יצאו בני ישראל למלחמה וביום תרועת"", ""כל בני ישראלביום הזה יצאו כל בני ישראל למלחמה וביום"", ""כל בני ישראלביום הזה יצאו בני ישראל למלחמה ביום הזה"", ""כל בני ישראלביום הזה יצאו בני ישראל למלחמה ביום תרועת""]",שמחת עולמים אין השבת הקים קרן מע הודיע כוח את כול סרך זה יעשו יום הואה על ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מלחמה יצאו אנשי בינים עמדו ראשים בין מערכות תקעו כוהנים תרועות סדר ראשים נפשטים קול חצוצרות עד איש על כוהנים יתקעו תרועה שנית,שמחת עולמים אין השבת הקים קרן מע הודיע כוח את כול סרך זה יעשו יום הואה על ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ ⬚⬚⬚ מלחמה יצאו אנשי בינים עמדו ראשים בין מערכות תקעו כוהנים תרועות סדר ראשים נפשטים קול חצוצרות עד איש על כוהנים יתקעו תרועה שנית,miss,None of the gap words appear in the top-5 lists.,0,0,"[{""slot_index"": 1, ""gold_word"": ""נגד"", ""gold_fit_frequency"": 10, ""top_candidates"": [""כל""], ""top1"": ""כל"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 2, ""gold_word"": ""מחני"", ""gold_fit_frequency"": 7, ""top_candidates"": [""בני""], ""top1"": ""בני"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 3, ""gold_word"": ""כתיאים"", ""gold_fit_frequency"": 4, ""top_candidates"": [""ישראלביום""], ""top1"": ""ישראלביום"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 4, ""gold_word"": ""אחר"", ""gold_fit_frequency"": 77, ""top_candidates"": [""הזה""], ""top1"": ""הזה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 5, ""gold_word"": ""יתקעו"", ""gold_fit_frequency"": 17, ""top_candidates"": [""יצאו""], ""top1"": ""יצאו"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}, {""slot_index"": 6, ""gold_word"": ""כוהנים"", ""gold_fit_frequency"": 5, ""top_candidates"": [""כול"", ""בני"", ""כל""], ""top1"": ""כול"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 7, ""gold_word"": ""חצוצרות"", ""gold_fit_frequency"": 31, ""top_candidates"": [""בני"", ""ישראל""], ""top1"": ""בני"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""particle_or_too_short"", ""reader_note"": ""Top guess is much shorter than the gold word.""}, {""slot_index"": 8, ""gold_word"": ""זכרון"", ""gold_fit_frequency"": 10, ""top_candidates"": [""ישראל"", ""למלחמה""], ""top1"": ""ישראל"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 9, ""gold_word"": ""פתחו"", ""gold_fit_frequency"": 3, ""top_candidates"": [""למלחמה"", ""וביום"", ""ביום""], ""top1"": ""למלחמה"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""same_length_semantic"", ""reader_note"": ""Model prefers another plausible word of similar length.""}, {""slot_index"": 10, ""gold_word"": ""שערי"", ""gold_fit_frequency"": 11, ""top_candidates"": [""וביום"", ""תרועת"", ""הזה""], ""top1"": ""וביום"", ""hit_top1"": false, ""hit_top5"": false, ""likely_issue"": ""other_miss"", ""reader_note"": ""Miss without a simple short/rare/same-length explanation.""}]"
